Fe,C,Si,Mn,Cr,Ni,Mo,P,S,test_temperature_C,impact_energy_J,KCV_J_cm2,transition_temp_C,ductile_fraction_percent,specimen_type
93.48,0.396,0.83,1.48,0.29,2.5,0.99,0.0142,0.0173,20,4.0,5.0,96.8,0.6,Charpy_V
93.75,0.559,0.55,1.89,1.06,1.82,0.33,0.0121,0.0298,20,4.0,5.0,83.0,1.5,Charpy_V
90.08,0.75,0.57,1.16,2.12,4.34,0.95,0.0164,0.0186,20,4.0,5.0,91.0,0.9,Charpy_V
89.14,0.639,0.97,1.61,2.59,4.14,0.86,0.0213,0.0284,-40,4.0,5.0,120.2,0.0,Charpy_V
96.09,0.624,0.55,1.63,0.58,0.32,0.16,0.0282,0.024,20,4.0,5.0,133.6,0.1,Charpy_V
90.88,0.438,0.77,1.25,2.09,4.22,0.29,0.0194,0.0295,-20,4.0,5.0,103.5,0.0,Charpy_V
93.29,0.219,0.97,1.85,2.23,0.68,0.73,0.0127,0.0092,100,30.7,38.4,103.4,44.4,Charpy_V
90.03,0.792,0.99,1.34,3.42,3.09,0.31,0.0108,0.0151,100,17.4,21.7,96.5,55.8,Charpy_V
91.32,0.092,0.56,0.99,2.64,4.3,0.05,0.0279,0.0217,20,4.0,5.0,105.5,0.3,Charpy_V
92.38,0.375,0.33,1.94,1.53,3.27,0.14,0.0297,0.0186,20,4.0,5.0,108.7,0.3,Charpy_V
90.53,0.45,0.62,1.53,4.75,1.32,0.76,0.0244,0.0224,-40,4.0,5.0,118.9,0.0,Charpy_V
87.72,0.286,0.69,1.23,4.93,4.45,0.68,0.0129,0.0115,0,4.0,5.0,78.4,0.5,Charpy_V
91.71,0.391,0.9,1.22,3.55,1.64,0.56,0.0268,0.0124,20,4.0,5.0,134.1,0.0,Charpy_V
92.82,0.585,0.39,1.51,2.76,1.23,0.67,0.0315,0.0128,100,16.1,20.1,126.4,14.7,Charpy_V
96.66,0.792,0.77,0.36,1.03,0.18,0.19,0.0068,0.0175,-20,7.6,9.4,87.7,0.1,Charpy_V
92.98,0.611,0.95,0.69,2.66,1.59,0.49,0.0217,0.0059,100,4.0,5.0,128.6,12.9,Charpy_V
89.75,0.433,0.27,0.91,3.75,4.04,0.8,0.0259,0.0185,0,4.0,5.0,96.7,0.2,Charpy_V
93.22,0.751,0.78,0.76,0.03,4.0,0.42,0.0243,0.0122,100,5.2,6.5,120.4,20.4,Charpy_V
91.46,0.247,0.59,0.44,4.86,2.05,0.32,0.0208,0.0066,100,13.5,16.9,102.1,46.4,Charpy_V
96.26,0.609,0.69,0.76,0.61,0.21,0.84,0.0073,0.0079,0,4.0,5.0,83.0,0.4,Charpy_V
93.96,0.156,0.56,0.42,1.22,2.92,0.74,0.0079,0.0102,0,8.2,10.3,56.8,2.2,Charpy_V
90.77,0.361,0.21,0.78,2.53,4.35,0.97,0.0241,0.0138,20,7.0,8.7,88.1,1.1,Charpy_V
90.09,0.071,0.92,1.73,2.08,4.4,0.65,0.0317,0.0199,-20,4.0,5.0,128.0,0.0,Charpy_V
90.11,0.156,0.69,1.91,2.94,3.98,0.17,0.0246,0.0233,100,17.2,21.4,106.9,38.7,Charpy_V
92.95,0.346,0.89,0.36,1.57,3.63,0.22,0.011,0.0265,-20,4.0,5.0,84.4,0.1,Charpy_V
91.09,0.786,0.73,1.47,1.43,4.43,0.04,0.0132,0.0095,-20,4.0,5.0,88.8,0.1,Charpy_V
95.97,0.101,0.49,0.97,0.89,0.67,0.9,0.007,0.0075,-20,4.0,5.0,58.9,0.5,Charpy_V
90.76,0.783,0.15,0.77,3.71,3.09,0.68,0.0262,0.0222,100,4.0,5.0,100.4,49.3,Charpy_V
92.7,0.251,0.72,0.53,2.55,3.06,0.16,0.0073,0.0099,0,4.0,5.0,63.3,1.4,Charpy_V
89.38,0.748,0.96,0.86,4.34,3.39,0.27,0.0332,0.0066,-20,5.7,7.1,148.9,0.0,Charpy_V
90.5,0.347,0.72,0.37,4.45,3.3,0.28,0.0248,0.0184,-40,4.0,5.0,115.0,0.0,Charpy_V
90.53,0.566,0.28,1.59,4.56,2.21,0.24,0.017,0.0113,20,7.8,9.8,84.0,1.4,Charpy_V
96.7,0.2,0.64,0.75,0.72,0.09,0.84,0.0341,0.0226,-20,4.0,5.0,144.8,0.0,Charpy_V
92.27,0.597,0.7,0.69,0.82,3.92,0.96,0.028,0.0291,-40,4.0,5.0,123.3,0.0,Charpy_V
91.58,0.747,0.72,1.85,0.81,4.08,0.2,0.0058,0.0179,100,7.0,8.8,61.9,92.7,Charpy_V
89.14,0.396,0.21,1.95,3.8,4.24,0.23,0.017,0.0076,20,8.1,10.1,71.9,3.0,Charpy_V
95.04,0.404,0.45,0.59,2.21,0.43,0.87,0.0064,0.0145,-20,4.0,5.0,63.2,0.4,Charpy_V
91.88,0.449,0.92,1.84,1.25,3.6,0.03,0.009,0.0175,20,4.0,5.0,80.8,1.7,Charpy_V
90.32,0.727,0.45,1.21,4.47,2.32,0.45,0.028,0.0269,0,4.0,5.0,119.1,0.0,Charpy_V
94.13,0.637,0.28,1.94,0.03,2.85,0.09,0.0172,0.0209,-40,6.0,7.5,83.5,0.0,Charpy_V
92.32,0.283,0.47,0.68,1.66,4.42,0.14,0.0183,0.0128,-40,4.0,5.0,83.7,0.0,Charpy_V
89.61,0.505,0.41,1.45,2.72,4.65,0.62,0.0114,0.0231,20,7.8,9.7,64.6,4.9,Charpy_V
94.7,0.221,0.85,1.27,0.04,2.6,0.31,0.0067,0.0162,-40,4.0,5.0,67.6,0.1,Charpy_V
94.74,0.778,0.54,1.42,0.08,1.51,0.89,0.0278,0.0184,-20,13.4,16.8,126.9,0.0,Charpy_V
88.16,0.594,0.63,0.39,4.5,4.99,0.71,0.0119,0.0189,100,5.8,7.3,76.5,82.7,Charpy_V
90.55,0.349,0.19,1.23,2.92,3.76,0.98,0.0236,0.0078,-40,4.0,5.0,87.3,0.0,Charpy_V
92.49,0.633,0.69,0.58,1.27,3.75,0.57,0.0226,0.0103,-20,4.0,5.0,111.5,0.0,Charpy_V
91.52,0.315,0.62,0.85,3.39,2.56,0.71,0.0179,0.0269,-40,4.0,5.0,95.8,0.0,Charpy_V
91.25,0.49,0.13,0.97,4.69,1.44,1.0,0.0075,0.0192,100,9.3,11.6,49.1,96.8,Charpy_V
94.89,0.082,0.47,1.96,0.86,1.03,0.68,0.0063,0.0255,-20,4.0,5.0,52.0,0.8,Charpy_V
91.22,0.121,0.29,0.76,3.1,3.73,0.75,0.0053,0.0213,-40,4.0,5.0,30.0,0.9,Charpy_V
91.25,0.462,0.45,0.41,2.87,3.97,0.56,0.0134,0.0116,-20,4.0,5.0,73.9,0.2,Charpy_V
91.13,0.497,0.5,1.65,3.74,1.84,0.6,0.0269,0.0111,-40,8.9,11.2,117.8,0.0,Charpy_V
89.95,0.317,0.79,1.45,3.19,4.23,0.01,0.0329,0.0257,100,4.0,5.0,131.5,10.9,Charpy_V
94.46,0.462,0.31,0.42,1.23,3.02,0.04,0.0301,0.0293,0,4.0,5.0,111.1,0.1,Charpy_V
89.31,0.669,0.64,1.81,2.48,4.94,0.1,0.0293,0.021,0,4.0,5.0,121.2,0.0,Charpy_V
91.3,0.087,0.47,0.51,4.89,1.9,0.83,0.0103,0.0085,100,76.8,96.0,63.3,92.0,Charpy_V
92.38,0.618,0.54,1.24,0.56,3.88,0.76,0.0142,0.0132,0,14.3,17.9,82.8,0.4,Charpy_V
94.4,0.185,0.35,1.59,2.18,0.39,0.85,0.0348,0.0164,20,4.0,5.0,129.1,0.1,Charpy_V
92.27,0.329,0.97,1.42,3.91,0.64,0.42,0.0107,0.0265,-20,4.0,5.0,99.6,0.0,Charpy_V
93.51,0.724,0.93,0.39,0.02,4.08,0.3,0.0324,0.0104,100,4.0,5.0,143.5,5.2,Charpy_V
91.97,0.549,0.57,0.69,3.13,2.37,0.69,0.0257,0.0168,0,4.0,5.0,116.6,0.0,Charpy_V
89.37,0.456,0.45,0.91,4.23,3.62,0.91,0.0339,0.0125,100,4.0,5.0,122.9,17.9,Charpy_V
89.12,0.329,0.72,1.99,4.52,2.6,0.68,0.021,0.0159,100,14.3,17.9,108.1,36.9,Charpy_V
90.01,0.402,0.91,1.18,4.71,1.77,0.97,0.0313,0.0196,100,5.1,6.4,143.3,5.3,Charpy_V
89.44,0.314,0.78,0.83,4.02,3.8,0.77,0.0349,0.0085,20,4.0,5.0,136.2,0.0,Charpy_V
94.36,0.37,0.82,0.9,0.09,2.42,1.0,0.0155,0.029,20,6.0,7.5,99.8,0.5,Charpy_V
94.98,0.087,0.23,0.48,0.33,3.0,0.87,0.0203,0.0103,-20,4.0,5.0,77.6,0.1,Charpy_V
92.41,0.32,0.51,1.01,3.36,1.7,0.66,0.0214,0.0062,-20,4.0,5.0,103.2,0.0,Charpy_V
95.77,0.178,0.47,0.9,1.74,0.54,0.36,0.0289,0.0153,0,4.0,5.0,121.4,0.0,Charpy_V
88.27,0.534,0.7,1.69,3.44,4.88,0.46,0.0065,0.0149,20,4.0,5.0,58.9,7.0,Charpy_V
90.83,0.768,0.92,0.7,4.02,2.05,0.68,0.01,0.0185,100,7.3,9.1,94.1,59.7,Charpy_V
89.99,0.622,0.4,1.13,4.18,3.19,0.46,0.0099,0.0285,-20,4.0,5.0,65.3,0.3,Charpy_V
90.57,0.355,0.63,0.7,1.89,4.86,0.94,0.0309,0.0245,20,4.0,5.0,119.6,0.1,Charpy_V
89.43,0.259,0.92,0.51,4.76,3.73,0.35,0.0141,0.0211,20,4.0,5.0,93.9,0.7,Charpy_V
87.9,0.455,0.93,1.31,4.25,4.2,0.92,0.007,0.0196,100,33.9,42.3,72.1,86.5,Charpy_V
96.0,0.349,0.28,0.81,1.65,0.06,0.81,0.0337,0.0122,20,4.0,5.0,131.9,0.1,Charpy_V
89.96,0.446,0.14,0.52,4.32,4.23,0.35,0.0154,0.0284,-20,4.0,5.0,65.2,0.3,Charpy_V
92.07,0.498,0.81,1.92,1.78,2.19,0.67,0.034,0.0273,20,4.0,5.0,144.2,0.0,Charpy_V
93.68,0.147,0.49,0.35,3.01,2.14,0.14,0.0209,0.025,100,18.5,23.2,95.6,57.4,Charpy_V
92.46,0.391,0.69,0.85,2.91,2.12,0.56,0.0094,0.0149,100,26.0,32.5,76.1,83.1,Charpy_V
92.75,0.052,0.76,1.26,0.55,4.07,0.54,0.0084,0.009,20,4.3,5.4,60.7,6.2,Charpy_V
88.94,0.628,0.81,0.8,4.33,3.61,0.83,0.0263,0.0195,-40,8.9,11.1,125.7,0.0,Charpy_V
95.55,0.463,0.6,0.92,0.58,1.08,0.77,0.0131,0.0051,-40,4.0,5.0,90.8,0.0,Charpy_V
91.76,0.081,0.78,0.66,2.44,3.48,0.76,0.0316,0.0121,20,5.0,6.3,124.7,0.1,Charpy_V
91.06,0.765,0.91,1.05,3.19,2.65,0.35,0.0093,0.0251,100,4.0,5.0,89.1,67.5,Charpy_V
92.11,0.683,0.15,1.88,0.01,4.7,0.45,0.0081,0.0219,100,22.3,27.9,43.6,97.7,Charpy_V
93.29,0.785,0.32,1.69,1.48,2.13,0.28,0.0184,0.0051,-40,4.0,5.0,92.5,0.0,Charpy_V
92.15,0.557,0.6,0.31,4.19,1.75,0.4,0.0285,0.0097,-20,12.8,16.0,126.6,0.0,Charpy_V
92.35,0.059,0.35,1.7,2.54,2.04,0.93,0.0077,0.0204,20,14.8,18.5,46.6,14.5,Charpy_V
91.74,0.506,0.39,0.62,4.08,2.06,0.57,0.006,0.0248,20,4.0,5.0,51.3,11.0,Charpy_V
89.12,0.792,0.47,0.55,4.55,3.97,0.51,0.016,0.0162,0,4.0,5.0,86.8,0.3,Charpy_V
94.81,0.257,0.14,0.63,2.04,1.9,0.2,0.0074,0.013,0,8.5,10.6,42.9,5.4,Charpy_V
93.53,0.155,0.29,0.78,0.07,4.72,0.45,0.0194,0.0089,-40,4.0,5.0,74.9,0.0,Charpy_V
92.47,0.198,0.23,1.48,2.64,2.15,0.8,0.0148,0.0192,-20,4.3,5.4,69.0,0.3,Charpy_V
90.67,0.399,0.85,1.24,3.98,1.86,0.95,0.025,0.0199,20,4.0,5.0,127.5,0.1,Charpy_V
94.29,0.461,0.43,1.77,1.62,0.77,0.64,0.0063,0.0145,-20,4.0,5.0,60.2,0.5,Charpy_V
95.15,0.539,0.21,0.9,1.75,0.76,0.67,0.0102,0.0245,-20,4.0,5.0,67.1,0.3,Charpy_V
89.45,0.511,0.69,1.58,3.34,3.73,0.67,0.0194,0.0084,-20,9.4,11.7,102.5,0.0,Charpy_V
90.96,0.317,0.34,1.14,3.94,3.22,0.04,0.0194,0.0298,-40,5.6,7.0,85.0,0.0,Charpy_V
93.21,0.395,0.8,1.15,2.37,1.51,0.54,0.0125,0.0115,100,4.0,5.0,93.9,60.1,Charpy_V
90.5,0.409,0.91,0.42,4.28,2.79,0.67,0.0067,0.024,-40,6.1,7.6,73.2,0.1,Charpy_V
90.78,0.774,0.82,1.14,4.62,0.85,0.99,0.0265,0.0075,0,4.0,5.0,139.8,0.0,Charpy_V
92.62,0.182,0.2,0.89,1.72,4.13,0.23,0.0076,0.0201,-40,4.0,5.0,36.9,0.6,Charpy_V
91.7,0.059,0.91,0.48,1.79,4.21,0.79,0.0302,0.0279,-40,4.0,5.0,124.7,0.0,Charpy_V
89.34,0.78,0.76,1.3,3.5,3.55,0.76,0.007,0.0153,-40,4.0,5.0,70.6,0.1,Charpy_V
94.73,0.593,0.59,1.88,1.33,0.3,0.54,0.0206,0.0128,20,4.0,5.0,118.3,0.1,Charpy_V
88.5,0.051,0.99,1.12,4.29,4.2,0.81,0.0188,0.0274,0,4.0,5.0,101.8,0.1,Charpy_V
89.47,0.156,0.38,1.02,4.19,4.46,0.28,0.0256,0.0069,-20,10.6,13.3,94.2,0.0,Charpy_V
94.0,0.353,0.18,1.71,2.33,1.32,0.07,0.0242,0.0061,20,4.0,5.0,97.8,0.6,Charpy_V
91.75,0.114,0.88,1.31,4.95,0.13,0.83,0.0288,0.0083,-40,4.0,5.0,141.9,0.0,Charpy_V
92.01,0.351,0.91,0.46,2.37,3.26,0.61,0.0129,0.0191,0,8.2,10.3,93.1,0.2,Charpy_V
90.64,0.489,0.72,0.74,4.16,2.25,0.99,0.0057,0.0145,100,11.2,14.0,63.5,91.9,Charpy_V
92.27,0.603,0.89,0.66,0.8,4.38,0.36,0.018,0.0105,-40,4.0,5.0,107.4,0.0,Charpy_V
92.56,0.256,0.37,0.46,3.18,2.92,0.22,0.0129,0.0243,0,4.0,5.0,68.0,1.1,Charpy_V
91.85,0.112,0.13,1.19,1.69,4.82,0.17,0.0288,0.0129,-40,4.0,5.0,87.5,0.0,Charpy_V
87.98,0.777,0.82,1.37,3.49,4.96,0.59,0.0081,0.0066,-20,9.9,12.3,73.8,0.2,Charpy_V
93.26,0.132,0.95,1.24,3.25,0.17,0.96,0.0219,0.0191,-20,6.3,7.8,129.5,0.0,Charpy_V
89.84,0.374,0.53,1.01,4.29,3.4,0.5,0.03,0.0251,100,4.0,5.0,117.8,23.4,Charpy_V
95.19,0.653,0.95,0.71,0.11,2.01,0.34,0.0253,0.0174,100,4.0,5.0,135.6,8.5,Charpy_V
94.76,0.222,0.85,0.72,0.27,2.82,0.32,0.0264,0.007,-40,4.0,5.0,122.9,0.0,Charpy_V
96.36,0.566,0.28,1.12,1.05,0.12,0.48,0.0177,0.0156,-20,4.0,5.0,99.0,0.0,Charpy_V
92.25,0.76,0.1,1.82,3.68,0.86,0.47,0.0347,0.0211,-20,4.0,5.0,124.4,0.0,Charpy_V
93.88,0.652,0.92,0.44,1.57,1.49,1.0,0.0218,0.027,0,4.0,5.0,128.7,0.0,Charpy_V
93.35,0.129,0.3,1.64,2.47,1.86,0.19,0.031,0.0276,-20,4.0,5.0,109.6,0.0,Charpy_V
93.84,0.13,0.12,0.52,3.11,1.6,0.65,0.0202,0.0133,-20,6.6,8.2,79.0,0.1,Charpy_V
94.23,0.637,0.84,1.22,0.79,1.32,0.96,0.0118,0.0064,20,4.0,5.0,98.2,0.5,Charpy_V
89.92,0.738,0.42,1.01,3.81,3.97,0.08,0.0261,0.0171,100,4.0,5.0,108.8,35.7,Charpy_V
94.88,0.249,0.14,0.91,1.28,1.91,0.58,0.027,0.0201,0,4.0,5.0,97.2,0.2,Charpy_V
88.52,0.677,0.71,0.55,4.94,3.85,0.72,0.0115,0.0276,-20,4.0,5.0,83.0,0.1,Charpy_V
89.07,0.273,0.69,0.66,4.54,4.27,0.46,0.0107,0.0174,20,4.0,5.0,71.5,3.1,Charpy_V
93.49,0.066,0.79,0.63,4.33,0.11,0.53,0.0283,0.0109,0,4.0,5.0,135.3,0.0,Charpy_V
94.1,0.186,0.65,1.42,0.13,2.7,0.78,0.0071,0.0153,20,4.0,5.0,59.1,6.9,Charpy_V
93.81,0.105,0.4,0.99,2.48,1.27,0.91,0.0136,0.0263,0,4.0,5.0,74.4,0.7,Charpy_V
93.33,0.096,0.17,1.23,1.43,3.11,0.6,0.0302,0.012,-40,4.0,5.0,96.4,0.0,Charpy_V
90.27,0.191,0.54,1.18,3.11,4.34,0.3,0.0345,0.0262,-20,4.0,5.0,120.3,0.0,Charpy_V
88.55,0.464,0.14,1.58,4.15,4.54,0.55,0.0186,0.0269,-20,4.0,5.0,72.9,0.2,Charpy_V
95.41,0.112,0.13,0.48,2.96,0.31,0.57,0.0246,0.0087,20,5.2,6.6,97.4,0.6,Charpy_V
92.35,0.677,0.75,1.18,1.97,2.26,0.76,0.0216,0.0241,-20,9.7,12.1,117.8,0.0,Charpy_V
95.12,0.355,0.28,0.94,2.6,0.17,0.48,0.0309,0.0294,100,14.6,18.2,124.5,16.4,Charpy_V
93.99,0.179,0.24,0.97,1.13,3.38,0.08,0.0183,0.012,-40,4.0,5.0,74.4,0.0,Charpy_V
91.42,0.135,0.49,1.64,0.71,4.68,0.89,0.0174,0.0051,0,4.0,5.0,78.3,0.5,Charpy_V
89.41,0.711,0.26,1.86,4.57,2.36,0.8,0.0183,0.0191,100,4.0,5.0,88.0,69.0,Charpy_V
89.91,0.161,0.48,0.74,4.47,3.45,0.74,0.0171,0.02,0,4.0,5.0,81.3,0.4,Charpy_V
97.21,0.325,0.62,0.68,0.21,0.87,0.05,0.0191,0.0197,20,4.0,5.0,106.9,0.3,Charpy_V
91.07,0.789,0.79,0.57,4.2,2.49,0.07,0.009,0.0158,0,4.0,5.0,83.3,0.4,Charpy_V
90.11,0.406,0.3,1.25,4.55,2.84,0.51,0.0275,0.0087,-20,4.0,5.0,105.1,0.0,Charpy_V
95.79,0.355,0.66,0.99,0.74,0.53,0.92,0.0057,0.0076,20,4.0,5.0,67.7,4.0,Charpy_V
93.34,0.247,0.47,0.5,0.65,4.0,0.76,0.0081,0.0217,0,4.0,5.0,52.5,2.9,Charpy_V
91.9,0.224,0.16,1.85,4.08,0.93,0.84,0.0094,0.0169,20,4.0,5.0,55.1,8.8,Charpy_V
93.29,0.375,0.44,1.34,0.29,3.46,0.78,0.0169,0.0094,-40,4.0,5.0,83.4,0.0,Charpy_V
89.28,0.714,0.48,0.84,4.87,3.34,0.43,0.0313,0.0221,20,9.9,12.4,123.8,0.1,Charpy_V
93.21,0.577,0.79,0.51,1.12,2.88,0.86,0.0318,0.0258,-40,4.0,5.0,137.9,0.0,Charpy_V
92.43,0.683,0.97,1.16,2.9,1.22,0.59,0.017,0.0261,-20,4.0,5.0,120.6,0.0,Charpy_V
93.61,0.59,0.35,0.38,0.1,4.66,0.25,0.0184,0.0288,-40,7.7,9.7,83.7,0.0,Charpy_V
90.16,0.247,0.89,1.99,1.45,4.92,0.32,0.0054,0.0142,-40,5.1,6.4,56.8,0.2,Charpy_V
92.45,0.526,0.73,0.71,0.73,4.43,0.41,0.0051,0.0124,-20,4.0,5.0,54.8,0.7,Charpy_V
89.27,0.769,0.36,1.9,3.03,3.73,0.9,0.0215,0.0266,100,11.7,14.6,96.5,55.9,Charpy_V
92.7,0.422,0.72,0.62,2.69,2.1,0.7,0.0308,0.0127,20,4.0,5.0,133.0,0.1,Charpy_V
90.89,0.759,0.39,1.31,4.78,1.36,0.47,0.0276,0.0223,0,11.8,14.7,120.2,0.0,Charpy_V
94.76,0.44,0.39,1.21,1.75,0.88,0.55,0.0065,0.0059,-40,4.0,5.0,58.0,0.1,Charpy_V
90.11,0.354,0.23,0.57,3.99,4.15,0.56,0.0139,0.0283,0,13.0,16.3,63.2,1.5,Charpy_V
91.54,0.408,0.37,0.47,3.52,2.85,0.81,0.0121,0.0248,-40,4.0,5.0,68.9,0.1,Charpy_V
89.1,0.596,0.99,1.93,4.0,2.67,0.67,0.0268,0.0052,20,4.0,5.0,137.5,0.0,Charpy_V
93.36,0.498,0.11,1.85,2.45,1.29,0.39,0.0305,0.0282,-40,4.0,5.0,110.4,0.0,Charpy_V
92.17,0.101,0.53,0.66,2.21,3.62,0.67,0.0284,0.0169,0,7.9,9.9,107.3,0.1,Charpy_V
92.89,0.728,0.66,1.98,0.15,3.52,0.03,0.0269,0.0146,100,12.2,15.3,122.2,18.6,Charpy_V
90.71,0.701,0.42,0.54,2.47,4.92,0.2,0.0186,0.0118,0,4.0,5.0,87.8,0.3,Charpy_V
90.19,0.376,0.4,0.96,3.77,3.31,0.97,0.0106,0.0186,-20,4.0,5.0,63.3,0.4,Charpy_V
90.51,0.519,0.42,1.75,2.81,3.31,0.65,0.0159,0.0069,-40,4.0,5.0,82.9,0.0,Charpy_V
92.1,0.267,0.86,1.33,1.77,2.97,0.65,0.0262,0.0256,100,4.0,5.0,123.9,16.9,Charpy_V
89.88,0.679,0.19,0.91,3.48,4.49,0.34,0.0232,0.0143,100,4.0,5.0,89.9,66.2,Charpy_V
95.54,0.213,0.62,1.16,1.75,0.44,0.23,0.0105,0.0236,0,4.0,5.0,82.6,0.4,Charpy_V
89.26,0.208,0.25,0.56,4.96,4.1,0.63,0.0114,0.0134,100,63.0,78.8,53.7,95.6,Charpy_V
92.83,0.408,0.48,1.89,3.6,0.41,0.36,0.009,0.012,20,4.0,5.0,75.2,2.5,Charpy_V
94.76,0.502,0.55,0.42,2.58,0.65,0.52,0.0124,0.0086,-40,4.0,5.0,89.4,0.0,Charpy_V
93.53,0.594,0.14,0.53,4.68,0.41,0.08,0.0301,0.021,100,4.0,5.0,118.0,23.2,Charpy_V
91.09,0.674,0.41,1.51,2.7,2.71,0.86,0.0191,0.0261,-20,4.0,5.0,95.0,0.0,Charpy_V
91.11,0.181,0.51,1.15,2.39,4.04,0.56,0.0317,0.0179,-40,4.0,5.0,114.2,0.0,Charpy_V
90.97,0.73,0.5,1.83,3.88,1.11,0.93,0.0123,0.0277,-20,8.6,10.8,87.2,0.1,Charpy_V
92.73,0.63,0.85,1.46,2.37,1.08,0.85,0.0153,0.0139,100,4.0,5.0,110.2,33.6,Charpy_V
91.36,0.359,0.65,1.77,3.57,1.26,0.98,0.0243,0.0175,100,4.0,5.0,118.8,22.2,Charpy_V
