Fe,C,Si,Mn,Cr,Ni,Mo,V,tensile_strength_MPa,fatigue_limit_MPa,fatigue_ratio,basquin_exponent,cycles_to_failure_1e6,test_type,R_ratio
80.54,0.13,0.78,1.1,4.71,11.06,1.25,0.432,1095.3,500.3,0.457,-0.0905,8.0,torsion,0.0
78.23,0.751,0.37,0.76,11.53,5.62,2.57,0.171,1747.0,876.1,0.501,-0.0559,8.0,axial,0.0
93.25,0.083,1.18,0.49,0.49,3.28,0.81,0.41,769.1,376.4,0.489,-0.055,8.0,rotating_bending,0.0
78.83,0.119,0.62,0.43,10.74,7.77,1.12,0.371,1172.3,604.5,0.516,-0.0892,8.0,rotating_bending,-1.0
81.01,0.546,1.46,1.46,5.67,8.81,0.99,0.063,1574.1,744.0,0.473,-0.0628,8.0,rotating_bending,0.0
69.95,0.452,1.5,1.12,14.49,9.66,2.78,0.042,1741.6,894.6,0.514,-0.0689,8.0,torsion,-1.0
87.59,0.252,1.18,1.17,0.19,8.08,1.27,0.255,1086.1,562.5,0.518,-0.1106,6.04,axial,0.1
71.72,0.329,0.45,0.94,14.73,10.95,0.61,0.271,1418.6,771.6,0.544,-0.0837,8.0,torsion,0.1
74.03,0.271,0.78,0.98,14.32,9.16,0.4,0.044,1357.4,760.6,0.56,-0.1115,6.08,rotating_bending,0.0
85.29,0.67,1.3,0.47,4.33,4.88,2.6,0.469,1638.1,915.0,0.559,-0.0574,8.0,axial,0.0
80.29,0.066,0.86,1.02,9.45,6.64,1.17,0.499,1121.9,629.8,0.561,-0.0722,8.0,torsion,0.1
87.1,0.126,1.23,1.92,6.52,1.82,0.98,0.291,997.0,473.2,0.475,-0.0784,8.0,axial,0.0
83.13,0.821,0.61,1.89,10.18,1.54,1.5,0.327,1730.7,809.5,0.468,-0.0707,8.0,axial,0.1
74.95,0.521,0.65,1.92,16.5,2.8,2.34,0.311,1672.1,852.6,0.51,-0.0936,8.0,rotating_bending,0.0
83.51,0.389,0.96,0.94,7.09,6.48,0.26,0.369,1272.5,692.9,0.545,-0.0943,7.13,rotating_bending,0.0
83.08,0.501,1.35,1.74,4.35,8.3,0.2,0.482,1373.9,640.2,0.466,-0.0651,8.0,rotating_bending,-1.0
73.44,0.489,1.02,0.43,10.86,11.17,2.55,0.034,1645.0,768.3,0.467,-0.101,7.55,torsion,-1.0
80.02,0.608,1.04,0.93,3.84,10.62,2.94,0.01,1595.2,796.1,0.499,-0.0945,7.53,axial,0.1
74.56,0.436,0.99,0.62,16.43,5.59,0.98,0.383,1576.6,826.0,0.524,-0.0947,7.71,axial,0.0
80.01,0.086,0.31,0.54,17.79,0.27,0.5,0.487,1063.5,596.7,0.561,-0.088,8.0,axial,0.0
72.48,0.82,0.29,1.44,17.63,6.38,0.64,0.313,2035.8,1098.3,0.539,-0.0746,8.0,torsion,0.0
78.75,1.185,1.26,0.75,13.06,2.57,2.35,0.074,2280.3,1205.0,0.528,-0.0676,8.0,axial,0.1
77.28,1.013,1.0,0.98,7.62,11.11,0.65,0.347,2052.2,1070.4,0.522,-0.0799,8.0,axial,0.1
81.51,1.004,1.1,0.36,6.72,7.58,1.57,0.16,1951.8,895.1,0.459,-0.0818,8.0,rotating_bending,0.1
76.43,0.47,1.22,1.2,12.32,7.47,0.46,0.422,1596.5,789.1,0.494,-0.0959,7.68,torsion,0.0
80.24,0.91,0.88,1.8,5.53,8.3,2.26,0.076,1869.5,908.5,0.486,-0.086,8.0,axial,0.0
87.39,0.96,0.98,1.06,1.65,7.43,0.49,0.038,1738.2,797.3,0.459,-0.1125,6.35,axial,0.1
81.18,0.127,1.31,0.97,6.58,6.51,2.87,0.449,1197.0,613.0,0.512,-0.0733,8.0,axial,0.0
83.99,0.737,0.74,0.88,8.42,3.74,1.31,0.179,1572.8,878.4,0.558,-0.0849,7.94,axial,0.1
78.03,0.599,1.31,0.34,12.23,6.58,0.51,0.409,1666.7,839.5,0.504,-0.0974,7.48,torsion,-1.0
72.56,0.784,1.36,1.37,13.33,10.04,0.16,0.388,1944.0,1013.2,0.521,-0.1101,6.46,axial,0.1
89.26,0.823,0.78,0.45,6.97,1.13,0.57,0.004,1551.0,701.3,0.452,-0.0952,7.86,axial,0.1
78.99,1.107,0.86,1.5,6.44,9.02,1.86,0.23,2096.5,1078.4,0.514,-0.0894,7.9,torsion,-1.0
75.79,0.32,0.2,1.3,15.95,4.38,1.94,0.116,1361.2,747.2,0.549,-0.0678,8.0,axial,-1.0
78.15,0.46,1.0,0.36,12.43,6.34,0.87,0.407,1520.8,717.7,0.472,-0.0607,8.0,rotating_bending,-1.0
84.01,0.967,1.09,1.2,9.26,1.05,1.97,0.456,1956.5,924.8,0.473,-0.0992,7.62,axial,-1.0
85.43,0.802,0.85,1.31,7.48,3.6,0.15,0.372,1675.0,852.8,0.509,-0.1004,6.98,axial,0.0
90.19,0.615,0.53,0.47,1.13,4.19,2.41,0.459,1409.8,747.3,0.53,-0.0598,8.0,rotating_bending,-1.0
73.92,0.401,0.79,0.62,16.72,7.1,0.36,0.092,1485.7,857.5,0.577,-0.0884,7.71,rotating_bending,0.0
89.39,1.154,0.24,1.12,0.89,5.99,0.76,0.456,1861.7,857.2,0.46,-0.077,8.0,rotating_bending,0.0
93.56,1.181,0.81,1.07,1.36,0.15,1.83,0.033,1800.1,781.4,0.434,-0.0972,7.75,axial,0.1
75.99,0.282,0.58,1.94,10.69,9.61,0.79,0.105,1386.5,748.2,0.54,-0.0738,8.0,rotating_bending,0.1
85.01,0.686,0.89,1.55,4.86,4.23,2.61,0.154,1646.7,912.8,0.554,-0.0889,7.56,axial,0.0
80.61,0.976,1.12,1.09,5.83,7.3,2.63,0.442,2021.0,940.8,0.465,-0.0893,8.0,rotating_bending,0.0
88.83,1.174,1.05,0.99,0.47,6.78,0.29,0.417,1923.2,878.5,0.457,-0.0612,8.0,axial,0.1
79.02,0.336,1.41,1.68,14.77,2.34,0.43,0.013,1432.6,702.3,0.49,-0.0685,8.0,torsion,0.1
75.77,0.888,0.45,0.97,17.7,2.94,1.13,0.151,1947.5,1029.4,0.529,-0.0733,8.0,torsion,0.0
74.65,0.216,0.97,1.09,16.84,4.7,1.21,0.325,1341.2,734.0,0.547,-0.0925,7.72,torsion,0.1
93.02,0.398,0.49,1.77,0.06,2.42,1.77,0.081,1064.6,509.0,0.478,-0.1054,6.68,rotating_bending,0.1
80.04,0.682,1.2,0.76,11.76,3.49,1.76,0.303,1730.0,832.9,0.481,-0.0821,8.0,rotating_bending,-1.0
93.79,0.393,0.27,1.0,0.51,2.53,1.3,0.209,1016.6,481.7,0.474,-0.1103,6.41,rotating_bending,0.1
79.67,0.164,1.3,0.3,15.88,0.24,2.27,0.181,1227.1,705.5,0.575,-0.0909,7.65,axial,0.1
87.96,0.933,0.2,1.87,0.92,5.75,2.17,0.197,1718.2,873.3,0.508,-0.0596,8.0,torsion,0.0
78.94,0.632,0.61,0.74,13.52,4.08,1.28,0.202,1607.7,887.2,0.552,-0.0599,8.0,torsion,0.0
86.43,0.754,0.3,1.72,7.66,2.66,0.26,0.208,1582.3,857.7,0.542,-0.1058,6.34,rotating_bending,0.1
87.06,0.185,0.12,0.48,5.27,6.62,0.19,0.068,931.1,412.6,0.443,-0.0771,8.0,axial,-1.0
90.29,0.683,0.45,0.93,1.74,2.72,2.69,0.49,1476.8,751.3,0.509,-0.113,6.17,rotating_bending,0.0
80.19,0.18,0.98,1.55,7.08,8.66,0.97,0.395,1192.6,574.7,0.482,-0.0996,7.33,torsion,0.0
90.47,0.577,0.38,1.68,2.83,2.53,1.1,0.44,1257.6,616.1,0.49,-0.0879,8.0,axial,0.1
78.7,0.179,0.3,1.7,15.95,2.82,0.34,0.027,1150.1,618.8,0.538,-0.0721,8.0,rotating_bending,-1.0
92.07,0.832,1.1,1.89,1.17,2.31,0.21,0.434,1565.3,663.2,0.424,-0.0986,7.68,axial,-1.0
86.31,0.347,0.2,1.54,5.38,5.43,0.38,0.401,1180.4,582.9,0.494,-0.0609,8.0,rotating_bending,0.1
74.43,1.133,1.35,1.28,16.81,3.88,1.1,0.023,2321.9,1320.2,0.569,-0.106,6.48,axial,-1.0
77.81,0.253,1.03,0.57,16.27,2.77,0.87,0.425,1355.0,725.9,0.536,-0.1136,6.29,torsion,-1.0
85.06,0.147,1.48,1.3,4.62,6.76,0.23,0.4,1018.9,440.2,0.432,-0.0759,8.0,torsion,0.0
95.73,0.578,1.37,0.59,0.17,0.88,0.67,0.017,1161.2,531.2,0.457,-0.0962,7.44,torsion,-1.0
92.08,0.451,0.79,1.01,2.39,1.96,1.03,0.281,1143.1,573.4,0.502,-0.0708,8.0,axial,0.0
82.33,0.193,0.84,0.95,2.48,11.78,1.11,0.313,1182.8,564.4,0.477,-0.1064,6.71,rotating_bending,-1.0
75.05,0.77,0.45,0.71,17.23,5.54,0.09,0.17,1756.3,836.3,0.476,-0.0883,8.0,rotating_bending,-1.0
83.21,0.763,0.15,0.79,7.45,6.6,0.89,0.144,1615.5,885.0,0.548,-0.1125,5.93,rotating_bending,0.1
92.8,0.105,0.5,1.14,2.58,1.62,0.77,0.487,827.5,414.8,0.501,-0.0705,8.0,torsion,-1.0
83.27,0.728,0.3,0.74,9.83,2.85,2.04,0.246,1561.6,858.0,0.549,-0.0581,8.0,torsion,-1.0
92.55,0.373,0.39,1.91,1.52,2.54,0.24,0.49,1054.6,487.5,0.462,-0.1036,6.96,rotating_bending,-1.0
83.72,0.559,1.18,0.75,5.59,7.2,0.71,0.292,1474.6,701.8,0.476,-0.1129,6.39,torsion,0.0
88.98,1.034,0.75,1.72,3.2,1.91,1.97,0.435,1855.8,918.1,0.495,-0.0951,7.5,torsion,0.1
78.38,0.418,1.14,1.2,10.95,4.72,2.89,0.286,1551.2,905.1,0.584,-0.1145,5.85,torsion,-1.0
94.63,0.875,1.14,1.84,0.08,0.0,1.42,0.015,1515.8,705.9,0.466,-0.0922,7.75,rotating_bending,0.1
83.3,0.435,0.65,1.98,3.74,6.54,2.96,0.396,1398.1,779.4,0.557,-0.0569,8.0,torsion,0.0
74.74,0.851,0.25,1.05,14.56,6.06,2.11,0.373,1970.2,1060.0,0.538,-0.1024,7.01,torsion,-1.0
89.91,0.996,1.46,0.96,5.57,0.37,0.45,0.281,1772.4,795.0,0.449,-0.0708,8.0,torsion,0.1
72.57,1.111,0.31,1.26,13.76,9.09,1.58,0.312,2253.4,1271.3,0.564,-0.0938,7.38,rotating_bending,0.1
93.77,0.55,0.13,0.92,2.3,1.46,0.84,0.027,1146.2,559.5,0.488,-0.1106,6.27,axial,0.1
73.96,0.157,0.19,0.76,10.29,11.58,2.63,0.438,1262.0,605.7,0.48,-0.0683,8.0,axial,-1.0
75.77,0.194,0.3,1.81,17.78,3.47,0.43,0.241,1238.0,698.8,0.564,-0.0783,8.0,axial,0.1
67.96,0.735,1.07,0.97,15.83,11.76,1.48,0.195,2043.6,1137.1,0.556,-0.1123,6.21,torsion,-1.0
70.56,0.244,1.03,1.03,15.28,9.34,2.17,0.35,1504.4,832.8,0.554,-0.1113,6.34,rotating_bending,-1.0
77.7,0.486,1.4,0.72,5.7,11.56,2.43,0.007,1546.0,804.6,0.52,-0.0818,8.0,rotating_bending,0.0
79.8,0.876,0.39,0.57,11.73,3.49,2.92,0.226,1881.0,918.0,0.488,-0.0739,8.0,torsion,0.1
84.23,0.221,0.69,1.94,7.41,4.17,1.33,0.006,1119.0,512.1,0.458,-0.1038,7.2,rotating_bending,0.0
89.04,0.862,0.31,0.97,1.01,5.19,2.33,0.277,1611.8,802.0,0.498,-0.0954,7.36,torsion,0.0
72.06,0.534,1.27,1.11,17.78,5.28,1.95,0.025,1784.4,1074.2,0.602,-0.0552,8.0,axial,0.1
81.24,0.712,0.73,1.26,2.83,10.27,2.73,0.225,1687.2,790.2,0.468,-0.1065,6.89,rotating_bending,-1.0
77.84,0.409,1.37,1.44,11.62,6.71,0.14,0.466,1546.1,716.4,0.463,-0.0771,8.0,torsion,0.1
67.0,0.945,1.18,0.68,17.56,11.94,0.23,0.468,2245.5,1159.2,0.516,-0.0736,8.0,rotating_bending,-1.0
83.83,1.163,0.24,1.15,7.7,3.91,1.94,0.066,2019.6,985.3,0.488,-0.0955,7.64,axial,-1.0
84.88,1.137,0.3,1.84,1.5,9.87,0.46,0.019,1910.2,924.2,0.484,-0.0982,7.07,axial,-1.0
78.41,0.688,0.25,1.88,8.14,8.81,1.5,0.302,1651.3,845.1,0.512,-0.0886,8.0,torsion,-1.0
82.88,1.031,0.54,1.32,7.02,4.83,2.2,0.181,1922.6,1013.4,0.527,-0.1141,6.06,rotating_bending,0.1
74.86,0.911,0.54,1.38,12.39,7.9,1.81,0.207,2034.0,967.5,0.476,-0.0625,8.0,axial,0.0
82.46,0.448,0.89,1.88,4.89,8.91,0.25,0.262,1297.4,676.1,0.521,-0.0819,8.0,axial,0.1
82.41,0.96,1.23,1.09,3.25,7.76,2.98,0.311,1919.4,1023.3,0.533,-0.0643,8.0,rotating_bending,-1.0
79.77,0.162,0.46,1.43,12.13,3.76,2.1,0.194,1153.4,541.2,0.469,-0.1052,7.26,rotating_bending,0.1
77.48,0.306,0.26,1.46,7.93,9.56,2.58,0.423,1361.5,729.5,0.536,-0.0957,7.33,axial,0.1
79.35,0.62,0.12,1.92,14.34,2.3,0.86,0.491,1555.7,806.4,0.518,-0.068,8.0,torsion,0.0
73.58,0.863,1.41,0.62,11.46,8.96,2.78,0.323,2070.7,1068.7,0.516,-0.0824,8.0,axial,0.1
82.82,0.892,1.15,1.57,6.21,6.27,1.08,0.008,1810.7,895.6,0.495,-0.1076,6.57,axial,-1.0
75.5,0.919,0.11,1.93,9.27,11.8,0.17,0.292,1948.3,943.9,0.484,-0.0994,7.33,rotating_bending,0.1
75.76,0.912,1.42,0.94,15.7,4.72,0.54,0.002,1993.7,1008.2,0.506,-0.0923,7.95,rotating_bending,0.0
73.08,0.287,0.64,0.34,13.74,10.98,0.71,0.214,1385.3,665.6,0.48,-0.0836,8.0,axial,0.1
88.09,0.823,0.58,0.33,4.52,3.71,1.85,0.086,1553.7,745.0,0.48,-0.0861,8.0,axial,-1.0
83.37,1.095,0.67,0.96,12.62,0.12,1.01,0.151,1989.9,1002.3,0.504,-0.099,7.35,rotating_bending,0.0
81.27,0.224,0.44,0.8,10.94,4.48,1.52,0.325,1211.8,694.3,0.573,-0.0691,8.0,rotating_bending,0.1
76.7,0.82,0.46,0.72,12.86,6.26,2.05,0.135,1824.5,986.7,0.541,-0.0975,7.24,torsion,0.0
75.05,0.977,0.46,0.81,11.9,8.35,2.11,0.341,2130.2,1102.6,0.518,-0.0913,7.97,axial,0.0
90.6,1.055,0.56,0.52,1.23,5.37,0.49,0.173,1702.4,809.0,0.475,-0.0849,8.0,rotating_bending,0.1
89.79,0.23,1.39,1.39,4.88,1.48,0.45,0.391,1080.1,533.9,0.494,-0.0922,7.69,axial,0.1
81.22,0.129,0.77,0.59,13.13,2.85,1.03,0.284,1075.5,603.9,0.562,-0.1042,6.56,torsion,-1.0
81.14,0.428,0.69,1.22,6.7,9.48,0.12,0.216,1291.1,611.2,0.473,-0.0761,8.0,axial,0.0
93.18,0.637,1.48,0.81,0.56,1.99,1.19,0.158,1345.1,605.2,0.45,-0.1076,6.77,axial,0.0
79.85,1.069,0.52,1.51,11.02,5.13,0.72,0.185,1991.6,1036.9,0.521,-0.094,7.53,axial,0.1
81.75,0.686,0.91,0.66,8.48,5.51,1.87,0.13,1589.5,797.7,0.502,-0.1076,6.67,rotating_bending,-1.0
78.14,1.011,0.86,1.24,11.37,5.27,2.04,0.054,2059.7,1182.6,0.574,-0.07,8.0,rotating_bending,-1.0
77.3,0.414,0.33,1.0,11.91,7.6,1.15,0.307,1477.3,777.3,0.526,-0.0759,8.0,axial,-1.0
85.75,1.026,0.84,0.85,9.43,1.37,0.39,0.347,1858.6,1023.1,0.55,-0.0715,8.0,axial,-1.0
81.39,0.053,0.82,0.63,15.63,1.25,0.0,0.226,1017.0,584.2,0.574,-0.1125,5.98,axial,0.0
89.53,1.196,1.13,1.92,2.95,2.66,0.46,0.151,1933.3,955.7,0.494,-0.1051,6.58,axial,0.1
86.27,0.36,1.26,0.31,4.02,7.26,0.29,0.233,1220.4,597.0,0.489,-0.0766,8.0,rotating_bending,-1.0
76.04,0.801,0.83,1.33,6.88,11.85,2.12,0.146,1864.0,845.9,0.454,-0.1123,6.73,axial,0.0
73.52,1.158,0.4,1.24,10.83,11.98,0.6,0.262,2230.3,1069.9,0.48,-0.1121,6.58,axial,0.0
83.92,0.436,0.35,0.85,0.89,11.41,1.74,0.407,1228.2,578.1,0.471,-0.0608,8.0,axial,0.0
85.47,0.213,1.01,1.77,5.28,5.4,0.68,0.181,1121.7,499.7,0.446,-0.0663,8.0,axial,0.1
78.94,0.873,1.36,0.58,8.58,7.44,1.79,0.431,1925.0,927.6,0.482,-0.1045,7.1,rotating_bending,-1.0
69.6,0.085,0.13,0.97,16.94,10.46,1.53,0.283,1242.9,627.5,0.505,-0.0773,8.0,axial,0.0
77.1,0.876,0.59,1.3,5.59,11.99,2.25,0.307,1935.3,955.6,0.494,-0.0779,8.0,axial,0.0
70.46,0.247,1.26,1.24,17.72,8.63,0.25,0.197,1511.6,852.3,0.564,-0.0928,7.49,rotating_bending,0.0
89.35,0.713,0.28,0.7,6.14,2.35,0.45,0.029,1397.4,729.9,0.522,-0.0977,6.97,rotating_bending,0.0
84.37,0.287,0.77,1.17,3.75,7.3,2.17,0.187,1183.5,541.3,0.457,-0.0712,8.0,torsion,0.0
86.96,1.104,1.44,1.88,4.72,2.79,0.89,0.221,2047.1,950.4,0.464,-0.0925,7.94,torsion,0.0
92.47,0.927,1.13,1.68,0.58,0.57,2.37,0.267,1665.3,755.7,0.454,-0.0767,8.0,torsion,-1.0
73.42,1.105,0.8,1.23,14.99,6.45,1.55,0.453,2272.6,1310.2,0.577,-0.0605,8.0,torsion,-1.0
78.35,0.653,1.28,0.49,14.3,2.2,2.42,0.306,1756.4,992.4,0.565,-0.077,8.0,rotating_bending,0.0
83.95,1.084,0.83,1.16,1.12,11.07,0.53,0.264,1879.3,934.4,0.497,-0.1021,6.72,rotating_bending,0.0
84.36,0.832,0.91,0.93,3.69,8.53,0.27,0.485,1688.6,894.0,0.529,-0.091,7.42,torsion,0.1
84.65,0.859,0.35,0.92,5.24,7.22,0.49,0.274,1636.8,855.5,0.523,-0.0841,8.0,rotating_bending,0.0
90.85,0.159,0.94,0.78,5.17,0.92,0.93,0.253,888.0,447.3,0.504,-0.0857,8.0,rotating_bending,-1.0
74.57,1.008,0.58,0.6,9.93,11.34,1.55,0.416,2096.2,1148.0,0.548,-0.0839,8.0,rotating_bending,-1.0
79.1,0.518,0.84,1.16,12.76,4.92,0.3,0.394,1537.4,785.3,0.511,-0.1103,6.51,axial,0.1
75.42,0.682,0.93,0.35,10.32,10.06,2.17,0.066,1768.5,933.9,0.528,-0.0747,8.0,rotating_bending,0.0
90.71,0.902,0.13,1.84,1.27,4.52,0.24,0.384,1588.9,706.8,0.445,-0.0877,8.0,rotating_bending,-1.0
84.56,0.862,1.49,1.47,0.62,9.92,0.85,0.223,1754.8,782.7,0.446,-0.0989,7.42,axial,0.0
86.6,0.486,0.99,1.68,5.35,2.56,2.0,0.335,1378.9,707.5,0.513,-0.1095,6.39,axial,0.1
72.48,0.311,0.46,1.16,14.62,8.93,1.77,0.27,1503.6,795.6,0.529,-0.0566,8.0,axial,0.0
85.55,0.342,0.42,1.34,9.41,0.09,2.49,0.352,1225.6,621.0,0.507,-0.0589,8.0,rotating_bending,-1.0
75.21,0.472,0.92,0.78,17.61,3.16,1.41,0.439,1628.1,814.5,0.5,-0.0658,8.0,rotating_bending,0.1
84.38,0.095,0.82,0.38,1.28,10.65,2.3,0.098,1001.5,520.9,0.52,-0.0869,7.85,rotating_bending,0.0
88.96,0.634,1.06,1.96,4.25,2.02,1.03,0.082,1442.0,659.2,0.457,-0.0704,8.0,torsion,0.0
81.82,0.481,0.62,0.63,8.05,7.5,0.42,0.486,1417.6,652.5,0.46,-0.069,8.0,torsion,0.1
77.1,1.13,0.21,0.89,17.25,1.0,1.93,0.486,2190.8,1347.4,0.615,-0.0867,7.78,torsion,0.1
76.85,0.764,0.21,1.15,12.57,7.01,1.35,0.112,1799.3,880.3,0.489,-0.0777,8.0,torsion,0.1
82.2,1.166,0.19,0.48,9.11,6.33,0.12,0.413,1981.8,992.5,0.501,-0.0942,7.61,torsion,0.0
84.08,1.041,0.38,0.57,3.84,7.5,2.43,0.165,1873.9,948.1,0.506,-0.1002,7.02,rotating_bending,0.1
73.16,0.169,0.15,0.45,15.22,7.81,2.87,0.168,1286.3,660.0,0.513,-0.0813,8.0,torsion,0.0
87.8,0.73,0.59,0.31,0.63,7.97,1.57,0.411,1531.0,717.0,0.468,-0.1092,6.59,torsion,0.1
84.8,0.385,1.46,0.84,1.68,8.49,2.2,0.143,1286.2,590.3,0.459,-0.0869,8.0,axial,0.0
82.01,0.175,0.94,1.66,11.0,2.16,1.64,0.417,1212.1,674.8,0.557,-0.1137,6.01,axial,0.0
79.39,0.674,1.1,1.8,11.54,4.56,0.55,0.38,1694.3,816.4,0.482,-0.0733,8.0,rotating_bending,-1.0
81.96,0.155,0.45,0.78,11.65,1.93,2.79,0.277,1049.3,568.4,0.542,-0.1137,6.2,axial,0.1
78.78,0.139,0.41,1.45,16.1,0.4,2.44,0.281,1192.6,663.5,0.556,-0.0575,8.0,axial,0.0
80.37,1.028,0.6,1.24,11.08,3.86,1.71,0.118,1980.2,1080.1,0.545,-0.06,8.0,axial,-1.0
75.85,1.137,0.97,1.54,12.18,8.01,0.05,0.263,2164.0,1185.3,0.548,-0.1123,6.06,rotating_bending,0.1
69.93,1.157,0.52,1.76,16.81,8.97,0.69,0.167,2344.9,1214.8,0.518,-0.1104,6.58,axial,0.1
91.21,0.095,0.15,0.45,6.36,0.07,1.48,0.18,814.0,408.7,0.502,-0.0718,8.0,rotating_bending,0.0
86.64,0.231,0.49,0.3,2.16,9.01,0.67,0.497,1033.0,515.1,0.499,-0.0957,7.28,torsion,0.1
85.53,1.03,0.64,0.4,6.74,2.49,2.82,0.349,1895.2,876.1,0.462,-0.0974,7.81,rotating_bending,-1.0
77.45,1.005,1.37,0.49,7.93,11.18,0.44,0.146,1969.1,944.3,0.48,-0.0721,8.0,torsion,-1.0
82.47,1.006,0.96,1.48,5.3,6.58,1.9,0.295,1975.9,1073.9,0.544,-0.0611,8.0,axial,0.1
85.29,0.818,1.46,1.72,4.87,5.13,0.72,0.002,1675.8,768.4,0.458,-0.0693,8.0,axial,0.0
85.75,0.277,1.05,0.68,0.02,11.21,0.92,0.098,1141.0,498.5,0.437,-0.0952,7.77,rotating_bending,-1.0
88.08,0.455,0.74,0.55,7.29,1.24,1.6,0.049,1254.0,656.0,0.523,-0.0899,7.75,torsion,0.0
71.79,0.652,0.82,1.1,13.33,9.99,2.25,0.072,1874.6,1024.1,0.546,-0.1102,6.35,torsion,0.1
81.79,0.489,0.29,1.77,11.05,4.26,0.09,0.269,1391.6,778.9,0.56,-0.1068,6.27,torsion,0.0
77.34,0.968,0.84,0.45,10.49,7.34,2.19,0.381,2055.7,1145.2,0.557,-0.0752,8.0,torsion,0.0
87.48,0.515,1.19,1.92,1.42,6.43,0.94,0.113,1409.4,586.9,0.416,-0.0682,8.0,torsion,-1.0
83.39,1.16,0.35,1.31,7.68,4.02,1.7,0.391,2056.3,935.0,0.455,-0.0568,8.0,torsion,0.0
74.62,0.604,1.27,1.15,11.74,7.88,2.41,0.319,1781.8,1050.5,0.59,-0.1032,6.48,torsion,0.1
86.28,0.725,0.62,0.44,6.51,2.18,2.88,0.358,1581.9,857.0,0.542,-0.0888,7.82,rotating_bending,0.0
80.88,0.963,0.55,1.15,11.23,2.79,2.16,0.274,1981.5,983.0,0.496,-0.062,8.0,rotating_bending,0.1
89.43,0.355,0.15,1.69,2.31,4.42,1.43,0.216,1074.0,539.3,0.502,-0.0792,8.0,rotating_bending,0.0
74.44,0.109,1.17,0.9,16.02,4.74,2.15,0.47,1291.5,723.6,0.56,-0.0824,8.0,axial,0.1
89.53,1.082,0.66,0.95,0.06,7.36,0.09,0.252,1823.8,889.4,0.488,-0.082,8.0,rotating_bending,0.1
82.16,0.36,1.13,1.34,3.06,10.86,0.6,0.495,1336.7,683.8,0.512,-0.0996,6.9,rotating_bending,0.0
80.16,0.471,0.71,1.27,8.88,7.7,0.54,0.27,1461.3,723.9,0.495,-0.0873,8.0,rotating_bending,0.0
78.13,0.372,0.42,1.67,11.49,6.79,0.68,0.459,1408.9,805.7,0.572,-0.0714,8.0,rotating_bending,0.0
78.72,0.893,0.45,0.93,14.81,1.38,2.51,0.32,1918.6,1011.5,0.527,-0.1079,6.74,rotating_bending,0.0
89.61,0.436,0.3,0.76,0.95,7.14,0.44,0.378,1148.9,499.3,0.435,-0.0717,8.0,rotating_bending,0.1
75.41,1.045,1.33,1.63,7.34,11.78,1.14,0.319,2139.6,990.2,0.463,-0.0562,8.0,rotating_bending,0.0
74.17,0.916,0.19,1.6,13.95,8.06,0.88,0.245,1980.4,982.6,0.496,-0.0941,7.89,axial,0.1
81.39,0.315,0.21,1.86,9.55,4.76,1.61,0.314,1232.0,693.2,0.563,-0.1043,6.47,axial,0.1
85.89,0.89,0.54,1.16,2.44,8.49,0.21,0.379,1625.6,828.1,0.509,-0.0558,8.0,axial,0.1
72.82,0.909,1.44,1.13,12.14,9.89,1.44,0.241,2111.4,1059.7,0.502,-0.0682,8.0,torsion,0.0
81.77,0.532,0.2,0.31,9.52,5.01,2.39,0.271,1455.9,734.1,0.504,-0.1066,6.81,torsion,0.1
80.2,0.535,0.13,1.98,6.61,9.34,0.98,0.238,1523.5,733.8,0.482,-0.0944,7.7,torsion,0.0
73.79,1.073,1.07,0.55,10.64,10.71,2.1,0.074,2183.5,1120.5,0.513,-0.0834,8.0,rotating_bending,-1.0
78.86,1.121,1.4,0.31,16.59,0.65,0.8,0.257,2195.1,1174.9,0.535,-0.0787,8.0,torsion,0.1
78.01,1.125,0.44,0.77,16.57,0.92,1.83,0.341,2222.2,1130.7,0.509,-0.0638,8.0,axial,-1.0
69.66,0.137,0.86,1.44,16.94,8.87,1.62,0.466,1420.2,779.3,0.549,-0.0813,8.0,axial,0.0
75.78,0.521,1.27,0.61,9.99,8.67,2.71,0.442,1752.0,905.5,0.517,-0.0869,8.0,rotating_bending,0.0
68.97,1.12,1.35,0.54,15.3,11.38,1.08,0.259,2376.6,1348.9,0.568,-0.0813,8.0,torsion,-1.0
88.8,0.614,0.97,0.42,3.73,4.02,1.11,0.338,1328.0,636.1,0.479,-0.1142,6.26,torsion,0.0
76.42,0.097,1.26,1.22,9.5,8.45,2.58,0.471,1281.2,681.1,0.532,-0.106,6.69,torsion,-1.0
77.45,0.978,1.05,1.84,16.15,0.64,1.83,0.062,2069.8,1018.8,0.492,-0.0713,8.0,rotating_bending,0.0
70.7,0.705,0.43,1.73,15.36,8.79,1.85,0.434,1897.3,957.5,0.505,-0.0591,8.0,rotating_bending,0.0
78.1,1.053,0.45,1.76,8.96,7.14,2.52,0.015,2096.5,1151.3,0.549,-0.0641,8.0,torsion,-1.0
82.07,0.862,0.31,1.63,4.41,8.85,1.37,0.493,1757.9,882.4,0.502,-0.077,8.0,rotating_bending,0.1
83.05,0.92,0.62,1.52,6.65,5.08,1.69,0.475,1868.1,1047.8,0.561,-0.086,7.84,rotating_bending,0.0
81.0,0.866,0.72,0.59,8.3,7.28,0.99,0.255,1799.4,829.1,0.461,-0.0879,8.0,axial,0.0
84.84,0.106,1.3,0.65,10.35,1.79,0.79,0.181,1047.5,490.1,0.468,-0.1008,7.44,axial,-1.0
