Fe,C,Si,Mn,Cr,Ni,Mo,V,W,Cu,CE_IIW,Pcm,Ac1_C,Ac3_C,Ms_C,treatment_type,cooling_medium,hardness_HRC,hardenability_mm,weldability
80.55,0.899,1.05,0.31,4.79,6.0,0.56,0.962,4.48,0.39,2.64,1.442,762.0,791.0,-19.0,quenching,air,65.9,91.0,poor
79.17,0.707,1.93,0.52,13.09,0.66,0.25,0.628,2.87,0.17,3.643,1.551,1006.0,889.0,52.0,annealing,furnace,23.2,99.9,poor
81.19,0.188,1.24,0.88,10.49,3.46,0.9,0.546,0.7,0.41,2.979,0.99,877.0,910.0,238.0,quenching,oil,48.9,110.8,poor
79.3,0.467,1.94,0.38,9.98,4.69,1.92,0.642,0.62,0.07,3.356,1.324,873.0,914.0,112.0,quenching,water,64.3,144.3,poor
82.42,1.132,1.26,0.43,6.5,2.87,0.44,0.822,3.88,0.23,2.965,1.692,845.0,806.0,-86.0,normalizing,air,43.8,89.3,poor
87.18,0.773,0.82,0.71,3.56,1.07,2.1,0.623,2.9,0.27,2.237,1.247,804.0,883.0,113.0,annealing,furnace,21.7,112.7,poor
83.95,0.158,0.7,1.32,4.78,1.93,2.98,0.999,3.02,0.16,2.269,0.825,801.0,1029.0,318.0,quenching,oil,44.9,142.5,poor
69.84,1.099,0.95,0.73,14.51,6.88,2.74,0.918,1.91,0.43,5.341,2.303,888.0,817.0,-266.0,tempering,air,64.6,216.5,poor
78.57,0.512,0.13,0.61,14.43,0.63,0.44,0.925,3.55,0.2,3.829,1.411,980.0,871.0,115.0,annealing,furnace,20.0,109.1,poor
87.5,0.663,1.82,1.12,2.35,0.9,0.92,0.265,4.09,0.38,1.641,1.019,818.0,869.0,173.0,annealing,furnace,26.4,72.3,poor
76.63,0.845,1.75,1.25,7.81,5.61,0.5,0.777,4.68,0.15,3.255,1.568,832.0,813.0,-54.0,annealing,furnace,27.7,110.8,poor
71.12,0.846,1.31,1.22,14.87,7.15,2.13,0.678,0.42,0.24,5.078,2.036,885.0,811.0,-179.0,annealing,furnace,28.7,201.1,poor
80.0,0.916,1.61,1.11,6.13,2.74,2.78,0.755,3.49,0.46,3.248,1.662,842.0,912.0,-26.0,annealing,furnace,26.6,159.5,poor
80.53,0.179,0.93,1.51,8.7,1.96,2.45,0.097,3.35,0.3,2.831,0.942,873.0,923.0,259.0,tempering,air,18.3,148.6,poor
82.69,0.458,1.6,1.78,6.97,1.79,0.39,0.141,3.98,0.19,2.387,1.028,867.0,844.0,172.0,tempering,air,44.8,85.7,poor
73.25,0.324,1.09,1.63,9.04,7.68,2.87,0.902,2.83,0.38,3.696,1.323,782.0,911.0,85.0,normalizing,air,27.4,189.8,poor
94.25,0.817,0.2,1.88,0.31,0.06,0.68,0.993,0.36,0.44,1.562,1.101,719.0,859.0,126.0,normalizing,air,36.5,62.4,poor
77.84,1.142,0.89,1.06,8.2,5.52,1.15,0.143,3.92,0.13,3.597,1.825,812.0,700.0,-182.0,quenching,water,67.5,136.2,poor
78.49,1.191,1.28,0.98,11.85,2.68,1.6,0.055,1.61,0.26,4.252,2.046,919.0,761.0,-197.0,tempering,air,42.2,156.5,poor
82.82,0.13,1.71,0.65,10.98,0.85,1.42,0.929,0.37,0.15,2.969,0.977,943.0,1041.0,306.0,annealing,furnace,10.6,114.9,poor
87.32,0.219,0.16,1.68,4.01,2.91,0.26,0.097,3.07,0.28,1.584,0.598,752.0,796.0,293.0,annealing,furnace,14.2,65.7,poor
83.6,0.369,0.91,1.53,5.49,7.0,0.45,0.118,0.39,0.15,2.312,0.916,714.0,747.0,143.0,tempering,air,22.5,96.6,poor
84.94,0.278,0.98,0.85,2.21,5.06,2.89,0.658,1.77,0.36,1.934,0.825,710.0,929.0,257.0,quenching,air,51.5,137.1,poor
78.11,0.496,1.51,0.5,7.99,6.84,0.61,0.265,3.3,0.39,2.833,1.171,806.0,777.0,92.0,tempering,air,32.7,105.4,poor
85.36,0.119,0.81,0.43,5.51,3.04,1.13,0.414,3.08,0.09,1.811,0.615,807.0,908.0,346.0,normalizing,air,16.9,85.2,poor
77.68,0.11,0.19,1.91,11.25,7.52,0.34,0.571,0.42,0.01,3.364,0.98,778.0,807.0,163.0,tempering,air,17.0,123.0,poor
87.26,0.568,1.37,1.6,1.38,0.93,2.12,0.667,4.02,0.09,1.735,0.991,783.0,940.0,201.0,annealing,furnace,19.2,106.4,poor
74.18,0.513,1.55,0.54,12.86,2.65,2.17,0.884,4.44,0.23,3.977,1.523,967.0,954.0,87.0,quenching,air,58.8,160.7,poor
83.94,0.606,0.7,1.91,2.82,3.81,1.26,0.935,3.78,0.23,2.196,1.118,734.0,862.0,114.0,tempering,air,40.6,103.2,poor
83.29,0.689,0.77,1.06,5.26,1.21,1.94,0.692,4.86,0.23,2.539,1.26,838.0,891.0,116.0,normalizing,air,37.3,118.6,poor
88.69,0.971,0.21,1.21,2.17,4.59,1.9,0.182,0.03,0.04,2.333,1.371,680.0,728.0,-31.0,annealing,furnace,29.3,122.8,poor
79.94,1.195,0.77,1.35,9.86,1.23,2.42,0.413,2.5,0.32,4.062,2.02,897.0,823.0,-167.0,normalizing,air,45.4,169.2,poor
75.94,0.163,1.91,1.74,14.56,1.55,1.61,0.44,1.88,0.2,3.892,1.229,996.0,986.0,201.0,quenching,oil,44.3,152.9,poor
85.27,0.517,0.99,0.92,3.15,3.48,0.24,0.854,4.12,0.45,1.781,0.935,767.0,852.0,191.0,tempering,air,44.6,61.4,poor
90.54,0.163,1.59,1.81,3.09,0.51,0.36,0.414,1.5,0.04,1.273,0.536,807.0,946.0,366.0,tempering,air,29.0,54.5,poor
92.01,1.168,1.68,0.75,1.62,1.36,0.73,0.238,0.08,0.36,1.925,1.455,773.0,793.0,-27.0,quenching,oil,68.0,71.2,poor
90.04,0.415,0.13,1.86,3.09,0.06,0.67,0.104,3.63,0.0,1.503,0.723,785.0,816.0,263.0,annealing,furnace,18.5,67.8,poor
79.53,0.853,0.88,1.41,8.23,2.58,0.97,0.652,4.78,0.1,3.238,1.543,864.0,821.0,-17.0,quenching,oil,68.0,116.8,poor
75.57,0.986,0.33,1.99,10.17,7.29,2.51,0.777,0.16,0.2,4.51,1.982,765.0,773.0,-210.0,annealing,furnace,29.8,200.1,poor
93.06,0.231,1.32,0.31,0.1,1.43,0.81,0.263,2.22,0.26,0.631,0.413,754.0,903.0,399.0,annealing,furnace,15.3,43.4,poor
81.21,0.293,1.87,0.94,8.77,4.02,1.98,0.279,0.6,0.04,2.925,1.069,855.0,914.0,194.0,normalizing,air,24.7,139.5,poor
80.3,0.66,1.91,0.46,8.05,4.94,1.86,0.06,1.64,0.13,3.067,1.367,841.0,820.0,47.0,quenching,oil,64.9,138.5,poor
78.03,1.104,1.45,1.93,6.61,7.03,2.45,0.875,0.2,0.33,3.902,1.963,743.0,823.0,-209.0,annealing,furnace,30.2,181.0,poor
83.16,0.107,0.67,0.73,6.03,3.97,2.01,0.192,2.78,0.36,2.163,0.705,791.0,896.0,313.0,annealing,furnace,10.0,120.7,poor
83.67,1.096,1.4,1.72,5.41,3.47,2.46,0.398,0.2,0.18,3.28,1.769,783.0,826.0,-122.0,tempering,air,47.8,159.0,poor
79.55,1.031,1.28,1.84,3.02,7.07,1.62,0.842,3.72,0.03,2.909,1.629,700.0,792.0,-127.0,annealing,furnace,30.1,136.2,poor
83.32,1.018,1.19,1.63,1.41,4.92,0.88,0.861,4.75,0.03,2.25,1.438,715.0,801.0,-52.0,normalizing,air,46.1,94.7,poor
82.08,0.606,1.9,0.94,7.35,4.43,0.16,0.527,1.68,0.33,2.688,1.237,832.0,829.0,85.0,quenching,air,68.0,85.9,poor
83.92,0.882,0.86,0.48,6.59,4.42,0.07,0.547,2.0,0.24,2.714,1.41,796.0,750.0,-7.0,quenching,air,63.9,80.3,poor
72.66,0.967,1.27,1.37,13.43,3.84,1.62,0.86,3.77,0.22,4.646,2.017,936.0,849.0,-154.0,tempering,air,38.7,169.0,poor
87.38,0.253,1.96,1.2,1.54,3.31,0.22,0.418,3.56,0.16,1.12,0.575,764.0,895.0,316.0,normalizing,air,23.2,49.5,poor
83.57,0.383,1.74,1.99,3.16,4.6,0.44,0.186,3.83,0.1,1.785,0.828,756.0,825.0,194.0,quenching,air,53.6,79.9,poor
80.98,0.544,1.01,0.74,8.23,2.65,0.52,0.139,5.0,0.17,2.636,1.129,875.0,796.0,136.0,quenching,oil,64.9,90.8,poor
82.05,0.14,1.55,1.72,4.68,3.76,1.22,0.44,4.23,0.21,1.959,0.71,796.0,930.0,295.0,normalizing,air,20.1,100.2,poor
78.43,0.855,0.62,1.56,10.06,4.08,1.13,0.302,2.68,0.29,3.705,1.645,847.0,755.0,-73.0,tempering,air,37.2,138.2,poor
76.59,0.601,1.75,0.34,12.04,3.58,1.39,0.326,3.04,0.34,3.67,1.481,937.0,854.0,55.0,tempering,air,41.8,136.7,poor
77.42,1.124,1.87,0.37,7.58,4.52,2.78,0.07,3.95,0.32,3.595,1.868,854.0,804.0,-141.0,tempering,air,45.0,170.5,poor
78.43,0.229,1.09,0.56,6.84,6.39,2.57,0.834,2.74,0.32,2.818,1.013,778.0,932.0,210.0,annealing,furnace,15.0,152.1,poor
80.57,0.204,0.31,0.63,7.22,4.73,2.08,0.486,3.32,0.43,2.612,0.895,793.0,876.0,247.0,annealing,furnace,13.6,132.9,poor
82.98,0.103,0.48,1.95,4.65,4.91,2.18,0.647,1.89,0.22,2.264,0.751,728.0,928.0,277.0,quenching,air,40.7,134.8,poor
84.7,0.829,0.14,0.65,4.29,2.92,1.73,0.367,4.13,0.24,2.426,1.294,774.0,780.0,52.0,annealing,furnace,25.9,113.1,poor
80.6,0.287,0.53,1.15,5.42,7.28,0.0,0.01,4.6,0.12,2.059,0.762,728.0,715.0,188.0,annealing,furnace,13.5,78.5,poor
72.92,0.985,1.05,0.36,12.69,7.49,0.22,0.208,3.58,0.5,4.202,1.858,865.0,670.0,-176.0,normalizing,air,44.3,128.4,poor
73.46,0.749,0.26,0.94,13.46,7.01,0.93,0.227,2.91,0.05,4.301,1.682,852.0,692.0,-100.0,annealing,furnace,22.6,152.7,poor
75.79,0.18,1.58,1.45,9.74,7.43,1.14,0.4,2.07,0.23,3.188,1.043,810.0,859.0,161.0,quenching,oil,44.0,135.7,poor
84.58,0.286,1.43,0.4,8.79,1.62,0.03,0.316,2.15,0.41,2.313,0.874,899.0,875.0,271.0,quenching,water,52.8,65.9,poor
73.74,1.151,1.07,0.94,14.7,5.17,1.55,0.241,1.27,0.18,4.962,2.191,917.0,735.0,-258.0,normalizing,air,51.4,178.0,poor
80.61,1.008,1.32,1.87,10.51,3.49,0.63,0.011,0.45,0.09,3.789,1.777,867.0,733.0,-138.0,quenching,water,68.0,129.3,poor
87.07,0.916,0.83,0.85,0.79,4.31,1.84,0.878,2.51,0.0,2.046,1.308,699.0,837.0,26.0,annealing,furnace,30.4,108.2,poor
80.31,0.98,0.63,1.92,11.3,0.1,0.55,0.856,3.23,0.13,3.856,1.792,935.0,842.0,-76.0,normalizing,air,44.8,117.2,poor
89.38,0.162,0.74,0.94,1.91,0.97,2.0,0.232,3.39,0.27,1.231,0.516,776.0,934.0,386.0,quenching,air,45.3,91.2,poor
78.96,0.771,1.34,1.77,9.61,1.13,0.78,0.638,4.56,0.45,3.376,1.541,920.0,865.0,17.0,tempering,air,36.1,113.9,poor
89.63,0.475,0.15,0.31,4.53,1.25,1.06,0.77,1.55,0.28,1.901,0.904,793.0,871.0,244.0,quenching,oil,59.5,77.0,poor
79.3,1.054,0.73,0.64,11.21,0.47,1.27,0.287,4.86,0.19,3.757,1.801,954.0,797.0,-80.0,annealing,furnace,30.6,128.5,poor
80.07,0.257,1.38,0.89,8.67,6.84,0.46,0.778,0.19,0.46,2.873,1.026,790.0,860.0,174.0,quenching,water,49.3,103.6,poor
78.0,0.46,1.3,1.42,10.48,2.81,2.0,0.429,2.83,0.27,3.484,1.335,898.0,895.0,110.0,quenching,air,59.8,152.0,poor
84.98,0.324,0.89,1.09,8.23,0.18,2.28,0.862,0.71,0.45,2.822,1.083,882.0,993.0,249.0,quenching,air,54.8,132.6,poor
72.89,0.328,1.03,1.16,9.78,6.41,2.8,0.796,4.55,0.25,3.642,1.295,830.0,913.0,112.0,normalizing,air,24.7,181.8,poor
85.45,1.035,0.23,1.47,0.95,6.32,1.66,0.556,1.88,0.45,2.364,1.458,639.0,728.0,-79.0,quenching,water,62.8,120.2,poor
77.74,0.367,1.25,1.3,9.14,4.51,0.3,0.412,4.93,0.04,2.859,1.069,859.0,827.0,152.0,normalizing,air,26.0,98.1,poor
84.98,1.076,1.13,1.7,4.25,0.89,0.74,0.645,4.36,0.23,2.561,1.551,826.0,827.0,-40.0,quenching,oil,64.7,90.5,poor
79.54,0.727,0.29,1.68,12.08,4.33,0.11,0.28,0.69,0.26,3.808,1.546,853.0,717.0,-43.0,normalizing,air,37.3,117.5,poor
74.56,1.102,1.26,0.66,14.24,2.18,2.7,0.615,2.51,0.17,4.879,2.175,976.0,869.0,-178.0,tempering,air,63.4,194.5,poor
79.59,0.752,1.95,1.4,4.72,6.82,0.93,0.972,2.39,0.48,2.796,1.42,749.0,848.0,-7.0,tempering,air,52.8,112.9,poor
69.85,0.622,1.87,1.78,11.68,6.32,2.47,0.743,4.48,0.18,4.331,1.711,882.0,893.0,-50.0,annealing,furnace,21.9,193.1,poor
71.06,1.164,0.77,1.07,12.22,7.35,2.91,0.826,2.51,0.11,5.031,2.259,836.0,791.0,-286.0,tempering,air,54.9,216.9,poor
85.66,0.163,1.92,0.98,6.25,1.03,1.6,0.979,1.27,0.16,2.171,0.818,869.0,1050.0,334.0,quenching,air,42.9,101.4,poor
86.29,1.006,1.72,1.57,3.92,0.28,0.43,0.697,3.7,0.38,2.321,1.46,845.0,865.0,10.0,annealing,furnace,28.2,74.5,poor
77.36,1.102,1.67,0.43,11.57,4.0,2.93,0.458,0.34,0.15,4.441,2.073,901.0,851.0,-173.0,annealing,furnace,33.9,193.1,poor
80.51,0.914,1.93,0.38,9.24,5.04,0.08,0.787,0.77,0.35,3.357,1.645,855.0,810.0,-61.0,tempering,air,47.6,95.8,poor
82.66,0.802,0.71,0.54,4.8,3.55,1.32,0.738,4.68,0.19,2.512,1.323,793.0,824.0,53.0,quenching,air,68.0,104.2,poor
80.13,1.132,1.99,0.39,5.37,5.35,0.54,0.594,4.07,0.43,2.883,1.692,807.0,780.0,-115.0,normalizing,air,51.3,95.9,poor
77.25,0.431,0.3,1.41,10.43,5.19,0.82,0.92,2.94,0.3,3.466,1.281,828.0,833.0,90.0,tempering,air,25.3,125.3,poor
85.58,1.137,1.91,1.32,4.06,1.98,2.24,0.981,0.39,0.39,2.973,1.77,806.0,921.0,-83.0,normalizing,air,45.7,136.5,poor
79.35,0.345,1.64,0.64,8.7,4.06,1.27,0.426,3.51,0.05,2.805,1.064,869.0,887.0,187.0,annealing,furnace,18.2,116.1,poor
87.07,0.213,1.49,0.81,5.6,2.79,1.07,0.431,0.11,0.42,1.983,0.766,810.0,919.0,299.0,tempering,air,17.1,88.7,poor
75.14,0.37,1.17,1.1,12.14,2.52,1.91,0.693,4.88,0.08,3.676,1.314,943.0,933.0,143.0,tempering,air,25.9,151.6,poor
91.56,0.715,1.22,0.59,1.12,0.17,1.24,0.33,2.84,0.22,1.377,0.971,790.0,864.0,193.0,normalizing,air,35.3,68.6,poor
88.28,0.106,1.95,1.02,1.44,3.63,0.36,0.259,2.79,0.18,0.941,0.413,754.0,914.0,379.0,annealing,furnace,11.9,49.7,poor
81.78,0.867,0.69,0.35,10.61,1.66,2.17,0.007,1.56,0.31,3.613,1.626,905.0,796.0,-12.0,normalizing,air,38.6,150.5,poor
82.39,0.273,0.45,0.77,5.59,3.13,1.5,0.928,4.97,0.01,2.214,0.851,805.0,920.0,266.0,annealing,furnace,16.5,103.6,poor
81.48,0.83,0.49,1.02,9.03,5.27,0.31,0.921,0.17,0.49,3.436,1.574,795.0,772.0,-48.0,quenching,air,64.7,107.3,poor
87.58,0.448,0.95,1.48,2.39,2.04,2.88,0.877,1.06,0.29,2.081,1.002,751.0,968.0,218.0,annealing,furnace,16.2,135.4,poor
77.9,0.782,0.4,1.36,6.88,5.85,1.74,0.177,4.69,0.22,3.172,1.449,771.0,733.0,-33.0,annealing,furnace,24.2,144.2,poor
80.46,0.988,1.74,1.26,7.75,5.76,0.53,0.852,0.37,0.3,3.429,1.728,800.0,803.0,-117.0,tempering,air,40.3,115.0,poor
72.89,1.183,1.78,1.47,8.15,7.16,2.22,0.585,4.46,0.11,4.104,2.055,808.0,791.0,-248.0,quenching,oil,67.5,179.3,poor
78.12,1.123,0.23,0.38,11.88,3.31,2.75,0.301,1.44,0.48,4.425,2.036,884.0,773.0,-171.0,annealing,furnace,31.7,186.4,poor
73.66,0.729,1.42,1.02,11.74,7.4,0.56,0.033,3.13,0.3,3.881,1.594,851.0,708.0,-78.0,annealing,furnace,25.8,134.9,poor
77.57,0.463,0.39,1.81,11.11,6.18,1.31,0.648,0.45,0.07,3.795,1.38,805.0,804.0,34.0,annealing,furnace,18.9,151.9,poor
76.47,0.993,0.94,1.3,14.16,1.18,2.59,0.379,1.69,0.31,4.734,2.043,971.0,853.0,-132.0,normalizing,air,44.0,190.9,poor
71.01,0.703,0.65,0.66,13.01,5.8,2.97,0.662,4.48,0.06,4.532,1.772,889.0,843.0,-61.0,quenching,air,68.0,203.0,poor
85.92,1.044,0.78,0.84,2.76,3.88,0.61,0.538,3.3,0.33,2.245,1.425,743.0,754.0,-35.0,tempering,air,50.5,81.9,poor
79.11,0.923,0.63,0.59,10.54,3.07,1.69,0.941,2.42,0.08,3.867,1.763,881.0,847.0,-64.0,tempering,air,62.1,145.1,poor
74.8,1.182,1.59,1.01,11.86,3.34,1.94,0.822,3.42,0.04,4.5,2.148,928.0,856.0,-209.0,quenching,air,66.7,169.7,poor
87.44,0.727,0.47,1.97,0.24,5.99,0.13,0.611,2.1,0.32,1.673,1.039,636.0,735.0,62.0,tempering,air,56.1,68.3,poor
77.39,0.809,0.37,0.67,11.97,4.61,0.09,0.848,3.15,0.09,3.816,1.625,875.0,765.0,-51.0,quenching,water,62.0,108.8,poor
83.81,0.709,1.17,1.67,5.38,4.39,1.75,0.559,0.36,0.21,2.831,1.356,762.0,838.0,32.0,quenching,air,68.0,132.8,poor
79.07,0.579,1.02,1.86,9.17,3.11,2.74,0.93,1.32,0.2,3.678,1.502,848.0,937.0,51.0,tempering,air,27.7,175.6,poor
77.21,0.932,0.87,1.6,9.38,4.69,0.22,0.54,4.34,0.22,3.555,1.668,842.0,744.0,-102.0,tempering,air,34.2,112.0,poor
78.95,0.23,1.23,1.04,6.13,6.85,0.5,0.595,4.11,0.36,2.33,0.855,766.0,841.0,211.0,annealing,furnace,12.5,93.2,poor
86.25,1.148,1.91,1.88,4.12,0.48,0.31,0.142,3.36,0.4,2.434,1.574,846.0,795.0,-64.0,annealing,furnace,33.6,78.5,poor
91.51,0.137,0.27,1.77,0.5,2.39,1.7,0.213,1.12,0.39,1.099,0.453,691.0,886.0,366.0,tempering,air,18.2,88.5,poor
85.72,1.0,1.26,1.34,2.8,2.11,2.99,0.261,2.33,0.19,2.587,1.519,776.0,853.0,-18.0,quenching,air,67.7,150.6,poor
76.99,0.705,1.85,0.88,10.51,1.37,2.69,0.248,4.75,0.01,3.634,1.564,956.0,912.0,42.0,annealing,furnace,24.3,166.6,poor
87.74,0.261,0.42,1.17,5.31,1.39,2.07,0.496,1.01,0.13,2.133,0.817,799.0,921.0,289.0,tempering,air,38.3,116.2,poor
82.23,1.024,0.2,1.06,13.65,0.12,0.32,0.645,0.52,0.22,4.147,1.865,954.0,789.0,-96.0,normalizing,air,45.1,114.5,poor
84.36,0.117,1.82,1.5,0.67,6.72,0.16,0.711,3.47,0.46,1.155,0.503,684.0,899.0,315.0,normalizing,air,14.0,57.4,poor
76.7,0.538,0.52,0.99,12.42,5.59,0.28,0.057,2.53,0.37,3.653,1.362,863.0,714.0,30.0,annealing,furnace,23.1,118.7,poor
79.83,0.248,1.85,0.69,9.78,1.26,2.39,0.072,3.69,0.2,2.908,1.031,941.0,955.0,254.0,normalizing,air,25.6,142.4,poor
84.49,1.146,0.23,1.49,1.71,7.18,0.43,0.992,2.14,0.19,2.512,1.57,639.0,711.0,-142.0,normalizing,air,48.6,92.9,poor
82.11,0.74,1.86,1.43,5.29,2.85,0.24,0.992,4.45,0.02,2.475,1.302,836.0,886.0,66.0,quenching,oil,66.8,79.1,poor
72.75,0.849,1.49,1.16,14.52,3.92,0.78,0.009,4.34,0.2,4.377,1.81,965.0,755.0,-106.0,tempering,air,58.7,145.1,poor
77.53,0.489,0.28,0.86,14.55,0.16,2.49,0.994,2.18,0.47,4.281,1.56,983.0,960.0,108.0,normalizing,air,33.7,171.5,poor
70.92,0.601,1.89,1.98,13.17,4.97,2.97,0.984,2.38,0.15,4.695,1.807,915.0,957.0,-45.0,annealing,furnace,22.1,211.5,poor
79.32,0.678,0.78,1.25,10.74,2.19,0.87,0.468,3.35,0.35,3.472,1.463,902.0,821.0,39.0,quenching,oil,66.6,119.7,poor
84.85,0.696,1.33,1.35,5.59,2.38,0.92,0.645,2.17,0.07,2.515,1.257,819.0,860.0,87.0,annealing,furnace,25.8,97.6,poor
85.34,0.693,0.82,0.49,1.92,5.16,2.87,0.106,2.47,0.12,2.106,1.135,707.0,801.0,95.0,normalizing,air,37.7,140.1,poor
81.32,1.021,1.74,0.3,7.72,6.26,0.54,0.751,0.05,0.29,3.311,1.71,799.0,783.0,-110.0,annealing,furnace,30.9,108.4,poor
82.9,0.153,1.27,0.7,6.14,3.83,2.4,0.58,1.7,0.33,2.371,0.835,807.0,965.0,293.0,annealing,furnace,13.4,133.0,poor
79.49,1.16,0.21,1.02,12.03,2.96,1.56,0.115,1.12,0.34,4.291,2.001,883.0,717.0,-192.0,tempering,air,29.8,157.2,poor
90.18,0.654,1.92,0.62,0.15,2.42,1.91,0.592,1.21,0.33,1.473,1.0,746.0,917.0,184.0,tempering,air,33.2,92.2,poor
84.03,0.147,0.17,0.6,6.73,3.34,0.57,0.822,3.42,0.17,2.107,0.704,805.0,892.0,314.0,annealing,furnace,11.6,78.1,poor
81.17,0.233,1.76,0.95,5.36,4.27,1.35,0.223,4.22,0.45,2.093,0.813,813.0,892.0,261.0,tempering,air,37.0,103.7,poor
86.75,0.879,1.84,0.87,4.64,3.71,0.02,0.207,1.06,0.03,2.246,1.301,794.0,768.0,19.0,tempering,air,59.7,69.9,poor
82.77,0.776,0.77,1.67,8.18,0.85,2.25,0.305,2.04,0.39,3.285,1.508,868.0,855.0,29.0,annealing,furnace,28.2,149.1,poor
72.89,0.779,0.84,1.32,9.54,6.13,2.49,0.663,4.95,0.39,3.974,1.705,827.0,823.0,-74.0,annealing,furnace,25.9,180.8,poor
76.88,1.075,1.11,1.1,10.57,2.56,2.47,0.197,4.01,0.03,4.076,1.923,909.0,809.0,-141.0,quenching,air,66.9,174.5,poor
85.37,0.37,0.18,1.32,4.92,5.07,0.26,0.395,1.86,0.27,2.059,0.842,727.0,767.0,191.0,tempering,air,33.5,78.1,poor
73.77,0.305,1.46,0.61,12.73,4.32,1.64,0.934,3.86,0.37,3.78,1.314,930.0,946.0,149.0,normalizing,air,20.5,147.4,poor
87.43,1.004,0.57,1.22,1.91,4.6,1.45,0.281,1.54,0.0,2.242,1.381,695.0,737.0,-38.0,normalizing,air,47.0,108.7,poor
76.83,0.755,1.0,1.4,13.26,3.18,2.63,0.22,0.61,0.12,4.431,1.778,915.0,835.0,-60.0,tempering,air,28.1,192.1,poor
85.31,0.11,1.34,1.71,4.32,0.09,2.33,0.636,3.88,0.27,1.876,0.69,844.0,1040.0,369.0,normalizing,air,16.7,116.1,poor
86.38,0.259,0.83,1.65,6.32,0.8,0.29,0.237,2.82,0.42,1.985,0.763,845.0,865.0,286.0,normalizing,air,16.3,70.1,poor
76.73,0.729,1.77,1.93,12.57,1.44,1.78,0.445,2.41,0.21,4.119,1.71,961.0,896.0,-19.0,quenching,water,68.0,160.7,poor
75.11,1.03,1.96,0.66,9.33,4.29,2.69,0.704,3.75,0.48,4.002,1.94,886.0,884.0,-126.0,normalizing,air,44.4,176.7,poor
83.05,1.092,0.7,1.56,4.16,4.21,2.92,0.611,1.48,0.23,3.184,1.738,739.0,821.0,-117.0,tempering,air,57.0,167.5,poor
82.21,0.196,1.66,0.59,5.98,3.32,0.95,0.86,3.86,0.37,2.098,0.803,839.0,963.0,300.0,normalizing,air,20.5,86.5,poor
78.7,0.526,0.61,0.58,7.63,5.79,1.65,0.035,4.02,0.47,2.903,1.19,795.0,758.0,92.0,quenching,water,64.4,132.2,poor
78.64,0.503,0.54,0.81,9.67,6.16,1.0,0.34,2.26,0.09,3.256,1.252,808.0,763.0,68.0,annealing,furnace,23.2,126.1,poor
87.03,0.806,1.51,1.24,5.76,1.44,1.56,0.061,0.29,0.31,2.603,1.355,833.0,829.0,54.0,quenching,water,65.5,114.8,poor
85.59,0.657,0.71,1.64,3.02,4.69,2.58,0.834,0.14,0.14,2.539,1.254,703.0,874.0,72.0,quenching,oil,66.7,145.9,poor
73.16,0.753,0.23,1.08,13.18,6.93,2.89,0.894,0.88,0.0,4.787,1.871,833.0,823.0,-116.0,tempering,air,29.1,211.1,poor
84.75,1.16,1.35,1.67,3.42,0.5,1.88,0.818,4.17,0.27,2.714,1.689,824.0,888.0,-67.0,normalizing,air,54.3,120.5,poor
79.24,0.537,1.81,0.85,7.85,4.17,1.95,0.307,3.21,0.07,2.982,1.265,853.0,872.0,103.0,normalizing,air,29.1,138.6,poor
82.8,0.99,1.88,1.99,0.6,4.55,0.8,0.989,4.92,0.47,2.135,1.434,725.0,851.0,-34.0,normalizing,air,45.4,89.9,poor
88.17,1.126,1.77,1.23,2.28,1.77,0.61,0.221,2.38,0.43,2.101,1.475,789.0,789.0,-38.0,tempering,air,39.5,76.5,poor
84.61,0.48,0.45,1.39,9.66,1.63,0.21,0.166,1.38,0.02,2.829,1.106,870.0,789.0,146.0,quenching,air,58.9,89.6,poor
88.64,0.691,1.57,1.64,2.12,2.43,1.72,0.33,0.66,0.2,1.973,1.129,754.0,863.0,116.0,normalizing,air,36.2,107.1,poor
86.26,0.213,0.18,0.41,6.59,1.88,1.39,0.488,2.29,0.31,2.119,0.756,822.0,890.0,313.0,quenching,air,43.2,95.3,poor
85.11,0.528,1.07,1.84,2.52,0.84,2.24,0.743,4.6,0.49,2.026,1.045,796.0,945.0,197.0,tempering,air,20.9,117.2,poor
86.58,0.927,0.99,1.32,4.59,0.03,1.06,0.405,3.67,0.43,2.389,1.389,842.0,834.0,43.0,annealing,furnace,25.8,91.6,poor
84.35,0.431,0.97,1.37,3.49,1.66,2.68,0.845,3.83,0.38,2.198,1.016,796.0,967.0,223.0,annealing,furnace,19.5,131.7,poor
77.77,0.893,1.05,1.1,12.52,1.11,1.47,0.781,3.3,0.0,4.106,1.804,960.0,876.0,-55.0,quenching,oil,65.2,145.1,poor
72.9,0.497,0.77,0.85,11.02,7.54,2.66,0.15,3.13,0.5,3.94,1.459,819.0,786.0,16.0,quenching,oil,61.8,188.3,poor
84.32,0.798,1.82,1.83,4.82,0.75,1.94,0.947,2.54,0.23,2.71,1.439,845.0,958.0,60.0,quenching,air,68.0,124.5,poor
85.84,0.528,0.82,0.62,1.33,7.08,0.54,0.062,2.91,0.27,1.508,0.826,665.0,715.0,152.0,quenching,water,60.0,73.0,poor
75.76,0.256,0.14,0.38,14.15,4.25,1.2,0.411,3.26,0.19,3.767,1.188,915.0,829.0,164.0,normalizing,air,26.3,137.6,poor
