Fe,C,Si,Mn,Cr,Ni,Mo,N,steel_type,PREN,CPT_C,corrosion_rate_mm_year,corrosion_resistance,environment
65.58,0.037,0.54,1.12,24.5,4.85,3.19,0.192,duplex,38.1,59.6,0.013,very_good,acidic
95.12,0.109,0.24,1.26,0.72,1.71,0.85,0.0,low_alloy,3.5,-20.0,0.4809,low,seawater
97.34,0.21,0.69,1.26,0.46,0.04,0.0,0.0,carbon,0.5,-20.0,0.139,low,atmospheric
71.24,0.091,0.64,1.19,14.86,11.32,0.58,0.091,stainless,18.2,15.7,0.0061,moderate,acidic
96.53,0.362,0.99,1.35,0.32,0.45,0.0,0.0,carbon,0.3,-20.0,0.1307,low,acidic
59.71,0.036,0.64,0.98,26.88,7.96,3.6,0.195,duplex,41.9,71.5,0.0187,excellent,acidic
95.46,0.331,0.3,1.05,1.12,1.2,0.54,0.0,low_alloy,2.9,-19.4,0.1458,low,acidic
69.08,0.039,0.38,1.57,16.29,12.56,0.06,0.021,stainless,16.8,18.9,0.0234,moderate,seawater
97.95,0.31,0.28,1.02,0.05,0.38,0.0,0.0,carbon,0.1,-20.0,0.18,low,acidic
90.83,0.152,0.28,1.36,4.31,2.57,0.49,0.0,low_alloy,5.9,-20.0,0.444,low,acidic
90.78,0.351,0.36,1.17,3.55,2.96,0.82,0.0,low_alloy,6.3,-11.8,0.8267,low,industrial
65.7,0.026,0.85,1.84,23.92,4.8,2.59,0.267,duplex,36.8,63.1,0.0076,very_good,acidic
97.15,0.408,0.21,1.7,0.12,0.41,0.0,0.0,carbon,0.1,-20.0,0.3603,low,atmospheric
61.69,0.037,0.58,1.82,24.9,6.86,3.97,0.136,duplex,40.2,75.5,0.0092,excellent,seawater
90.51,0.23,0.9,0.83,4.08,2.61,0.85,0.0,low_alloy,6.9,-19.1,0.1398,low,seawater
91.94,0.388,0.27,0.74,3.16,2.56,0.94,0.0,low_alloy,6.3,-15.5,0.1687,low,industrial
98.05,0.125,0.33,1.07,0.39,0.03,0.0,0.0,carbon,0.4,-20.0,0.7634,low,industrial
65.82,0.023,0.49,1.02,24.42,5.77,2.25,0.211,duplex,35.2,58.8,0.002,very_good,acidic
67.5,0.114,0.73,1.06,14.24,13.34,2.84,0.162,stainless,26.2,27.9,0.0307,good,seawater
63.72,0.029,0.76,1.0,24.37,6.38,3.62,0.119,duplex,38.2,54.4,0.0024,very_good,atmospheric
69.64,0.063,0.43,1.61,17.84,7.3,2.96,0.161,stainless,30.2,47.3,0.0016,very_good,industrial
68.95,0.049,0.42,0.96,20.85,6.39,2.14,0.234,duplex,31.7,44.7,0.0051,very_good,acidic
90.52,0.382,0.39,1.42,4.58,2.61,0.11,0.0,low_alloy,4.9,-17.3,0.1792,low,atmospheric
97.22,0.154,0.97,0.72,0.44,0.49,0.0,0.0,carbon,0.4,-20.0,0.2595,low,seawater
64.56,0.026,0.25,1.94,23.83,6.59,2.66,0.163,duplex,35.2,61.1,0.0012,very_good,seawater
92.71,0.154,0.4,0.54,3.48,1.86,0.85,0.0,low_alloy,6.3,-10.7,0.5909,low,acidic
68.74,0.034,0.77,0.61,20.55,5.99,3.05,0.264,duplex,34.8,53.4,0.0019,very_good,industrial
97.19,0.131,0.67,1.37,0.41,0.23,0.0,0.0,carbon,0.4,-20.0,0.8643,low,atmospheric
74.75,0.13,0.38,0.65,15.07,7.16,1.78,0.088,stainless,22.3,35.6,0.0108,good,seawater
97.74,0.287,0.98,0.57,0.16,0.27,0.0,0.0,carbon,0.2,-20.0,0.2504,low,acidic
70.26,0.034,0.66,0.85,15.48,11.13,1.58,0.006,stainless,20.8,15.6,0.0206,good,acidic
92.46,0.204,0.78,1.63,2.28,1.86,0.79,0.0,low_alloy,4.9,-20.0,0.1427,low,seawater
67.57,0.032,0.97,1.34,20.08,6.67,3.21,0.125,duplex,32.7,39.8,0.0034,very_good,seawater
63.72,0.041,0.29,1.55,23.97,6.52,3.68,0.227,duplex,39.8,65.8,0.0093,very_good,atmospheric
67.99,0.042,0.34,1.47,22.41,4.54,2.96,0.236,duplex,36.0,58.2,0.0132,very_good,seawater
68.01,0.02,0.4,0.61,20.23,6.53,3.95,0.254,duplex,37.3,64.9,0.0106,very_good,atmospheric
97.19,0.417,0.48,1.65,0.12,0.15,0.0,0.0,carbon,0.1,-20.0,0.2557,low,seawater
69.21,0.049,0.53,0.78,21.84,4.37,3.08,0.137,duplex,34.2,50.6,0.0223,very_good,seawater
96.05,0.41,0.62,1.97,0.47,0.47,0.0,0.0,carbon,0.5,-20.0,0.5385,low,seawater
96.48,0.161,0.91,1.74,0.4,0.31,0.0,0.0,carbon,0.4,-20.0,0.1772,low,seawater
